"Code","ICD9_ICD10","String","PheCode","Disease"
"162","ICD9","Malignant neoplasm of trachea, bronchus, and lung",165.1,"Cancer"
"162","ICD9","Malignant neoplasm of trachea",165.1,"Cancer"
"162.19999999999999","ICD9","Malignant neoplasm of main bronchus",165.1,"Cancer"
"162.30000000000001","ICD9","Malignant neoplasm of upper lobe, bronchus or lung",165.1,"Cancer"
"162.4","ICD9","Malignant neoplasm of middle lobe, bronchus or lung",165.1,"Cancer"
"162.5","ICD9","Malignant neoplasm of lower lobe, bronchus or lung",165.1,"Cancer"
"162.80000000000001","ICD9","Malignant neoplasm of other parts of bronchus or lung",165.1,"Cancer"
"162.9","ICD9","Malignant neoplasm of bronchus and lung, unspecified",165.1,"Cancer"
"163","ICD9","Malignant neoplasm of pleura",165,"Cancer"
"163","ICD9","Malignant neoplasm of parietal pleura",165,"Cancer"
"163.1","ICD9","Malignant neoplasm of visceral pleura",165,"Cancer"
"163.80000000000001","ICD9","Malignant neoplasm of other specified sites of pleura",165,"Cancer"
"163.9","ICD9","Malignant neoplasm of pleura, unspecified",165,"Cancer"
"164","ICD9","Malignant neoplasm of thymus, heart, and mediastinum",164,"Cancer"
"164","ICD9","Malignant neoplasm of thymus",164,"Cancer"
"164.1","ICD9","Malignant neoplasm of heart",164,"Cancer"
"164.2","ICD9","Malignant neoplasm of anterior mediastinum",164,"Cancer"
"164.3","ICD9","Malignant neoplasm of posterior mediastinum",164,"Cancer"
"164.8","ICD9","Malignant neoplasm of other parts of mediastinum",164,"Cancer"
"164.9","ICD9","Malignant neoplasm of mediastinum, part unspecified",164,"Cancer"
"165","ICD9","Malignant neoplasm of other and ill-defined sites within the respiratory system and intrathoracic organs",165,"Cancer"
"165","ICD9","Malignant neoplasm of upper respiratory tract, part unspecified",165,"Cancer"
"165.8","ICD9","Malignant neoplasm of other sites within the respiratory system and intrathoracic organs",165,"Cancer"
"165.9","ICD9","Malignant neoplasm of ill-defined sites within the respiratory system",165,"Cancer"
"170","ICD9","Malignant neoplasm of bone and articular cartilage",170,"Cancer"
"170","ICD9","Malignant neoplasm of bones of skull and face, except mandible",170.1,"Cancer"
"170.1","ICD9","Malignant neoplasm of mandible",170.1,"Cancer"
"170.2","ICD9","Malignant neoplasm of vertebral column, excluding sacrum and coccyx",170.1,"Cancer"
"170.3","ICD9","Malignant neoplasm of ribs, sternum, and clavicle",170.1,"Cancer"
"170.4","ICD9","Malignant neoplasm of scapula and long bones of upper limb",170.1,"Cancer"
"170.5","ICD9","Malignant neoplasm of short bones of upper limb",170.1,"Cancer"
"170.6","ICD9","Malignant neoplasm of pelvic bones, sacrum, and coccyx",170.1,"Cancer"
"170.7","ICD9","Malignant neoplasm of long bones of lower limb",170.1,"Cancer"
"170.8","ICD9","Malignant neoplasm of short bones of lower limb",170.1,"Cancer"
"170.9","ICD9","Malignant neoplasm of bone and articular cartilage, site unspecified",170.1,"Cancer"
"171","ICD9","Malignant neoplasm of connective and other soft tissue",170.2,"Cancer"
"171","ICD9","Malignant neoplasm of connective and other soft tissue of head, face, and neck",170.2,"Cancer"
"171.2","ICD9","Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder",170.2,"Cancer"
"171.3","ICD9","Malignant neoplasm of connective and other soft tissue of lower limb, including hip",170.2,"Cancer"
"171.4","ICD9","Malignant neoplasm of connective and other soft tissue of thorax",170.2,"Cancer"
"171.5","ICD9","Malignant neoplasm of connective and other soft tissue of abdomen",170.2,"Cancer"
"171.6","ICD9","Malignant neoplasm of connective and other soft tissue of pelvis",170.2,"Cancer"
"171.7","ICD9","Malignant neoplasm of connective and other soft tissue of trunk, unspecified",170.2,"Cancer"
"171.8","ICD9","Malignant neoplasm of other specified sites of connective and other soft tissue",170.2,"Cancer"
"171.9","ICD9","Malignant neoplasm of connective and other soft tissue, site unspecified",170.2,"Cancer"
"173","ICD9","Other malignant neoplasm of skin",172.2,"Cancer"
"173","ICD9","Other malignant neoplasm of skin of lip",172.2,"Cancer"
"173","ICD9","Unspecified malignant neoplasm of skin of lip",172.2,"Cancer"
"173.09","ICD9","Other specified malignant neoplasm of skin of lip",172.2,"Cancer"
"173.1","ICD9","Other malignant neoplasm of skin of eyelid, including canthus",172.2,"Cancer"
"173.1","ICD9","Unspecified malignant neoplasm of eyelid, including canthus",172.2,"Cancer"
"173.19","ICD9","Other specified malignant neoplasm of eyelid, including canthus",172.2,"Cancer"
"173.2","ICD9","Other malignant neoplasm of skin of ear and external auditory canal",172.2,"Cancer"
"173.2","ICD9","Unspecified malignant neoplasm of skin of ear and external auditory canal",172.2,"Cancer"
"173.29","ICD9","Other specified malignant neoplasm of skin of ear and external auditory canal",172.2,"Cancer"
"173.3","ICD9","Other malignant neoplasm of skin of other and unspecified parts of face",172.2,"Cancer"
"173.3","ICD9","Unspecified malignant neoplasm of skin of other and unspecified parts of face",172.2,"Cancer"
"173.39","ICD9","Other specified malignant neoplasm of skin of other and unspecified parts of face",172.2,"Cancer"
"173.4","ICD9","Other malignant neoplasm of scalp and skin of neck",172.2,"Cancer"
"173.4","ICD9","Unspecified malignant neoplasm of scalp and skin of neck",172.2,"Cancer"
"173.49","ICD9","Other specified malignant neoplasm of scalp and skin of neck",172.2,"Cancer"
"173.5","ICD9","Other malignant neoplasm of skin of trunk, except scrotum",172.2,"Cancer"
"173.5","ICD9","Unspecified malignant neoplasm of skin of trunk, except scrotum",172.2,"Cancer"
"173.59","ICD9","Other specified malignant neoplasm of skin of trunk, except scrotum",172.2,"Cancer"
"173.6","ICD9","Other malignant neoplasm of skin of upper limb, including shoulder",172.2,"Cancer"
"173.6","ICD9","Unspecified malignant neoplasm of skin of upper limb, including shoulder",172.2,"Cancer"
"173.69","ICD9","Other specified malignant neoplasm of skin of upper limb, including shoulder",172.2,"Cancer"
"173.7","ICD9","Other malignant neoplasm of skin of lower limb, including hip",172.2,"Cancer"
"173.7","ICD9","Unspecified malignant neoplasm of skin of lower limb, including hip",172.2,"Cancer"
"173.79","ICD9","Other specified malignant neoplasm of skin of lower limb, including hip",172.2,"Cancer"
"173.8","ICD9","Other malignant neoplasm of other specified sites of skin",172.2,"Cancer"
"173.8","ICD9","Unspecified malignant neoplasm of other specified sites of skin",172.2,"Cancer"
"173.89","ICD9","Other specified malignant neoplasm of other specified sites of skin",172.2,"Cancer"
"173.9","ICD9","Other malignant neoplasm of skin, site unspecified",172.2,"Cancer"
"173.9","ICD9","Unspecified malignant neoplasm of skin, site unspecified",172.2,"Cancer"
"173.99","ICD9","Other specified malignant neoplasm of skin, site unspecified",172.2,"Cancer"
"175","ICD9","Malignant neoplasm of male breast",174.2,"Cancer"
"175","ICD9","Malignant neoplasm of nipple and areola of male breast",174.2,"Cancer"
"175.9","ICD9","Malignant neoplasm of other and unspecified sites of male breast",174.2,"Cancer"
"180","ICD9","Malignant neoplasm of cervix uteri",180,"Cancer"
"180","ICD9","Malignant neoplasm of endocervix",180.1,"Cancer"
"180.1","ICD9","Malignant neoplasm of exocervix",180.1,"Cancer"
"180.8","ICD9","Malignant neoplasm of other specified sites of cervix",180.1,"Cancer"
"180.9","ICD9","Malignant neoplasm of cervix uteri, unspecified",180.1,"Cancer"
"184","ICD9","Malignant neoplasm of vagina",184.2,"Cancer"
"184.1","ICD9","Malignant neoplasm of labia majora",184.2,"Cancer"
"184.2","ICD9","Malignant neoplasm of labia minora",184.2,"Cancer"
"184.3","ICD9","Malignant neoplasm of clitoris",184.2,"Cancer"
"184.4","ICD9","Malignant neoplasm of vulva, unspecified",184.2,"Cancer"
"185","ICD9","Malignant neoplasm of prostate",185,"Cancer"
"187","ICD9","Malignant neoplasm of penis and other male genital organs",187,"Cancer"
"190","ICD9","Malignant neoplasm of eye",190,"Cancer"
"190","ICD9","Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid",190,"Cancer"
"190.1","ICD9","Malignant neoplasm of orbit",190,"Cancer"
"190.2","ICD9","Malignant neoplasm of lacrimal gland",190,"Cancer"
"190.3","ICD9","Malignant neoplasm of conjunctiva",190,"Cancer"
"190.4","ICD9","Malignant neoplasm of cornea",190,"Cancer"
"190.5","ICD9","Malignant neoplasm of retina",190,"Cancer"
"190.6","ICD9","Malignant neoplasm of choroid",190,"Cancer"
"190.7","ICD9","Malignant neoplasm of lacrimal duct",190,"Cancer"
"190.8","ICD9","Malignant neoplasm of other specified sites of eye",190,"Cancer"
"190.9","ICD9","Malignant neoplasm of eye, part unspecified",190,"Cancer"
"191","ICD9","Malignant neoplasm of brain",191.11,"Cancer"
"191","ICD9","Malignant neoplasm of cerebrum, except lobes and ventricles",191.11,"Cancer"
"191.1","ICD9","Malignant neoplasm of frontal lobe",191.11,"Cancer"
"191.2","ICD9","Malignant neoplasm of temporal lobe",191.11,"Cancer"
"191.3","ICD9","Malignant neoplasm of parietal lobe",191.11,"Cancer"
"191.4","ICD9","Malignant neoplasm of occipital lobe",191.11,"Cancer"
"191.5","ICD9","Malignant neoplasm of ventricles",191.11,"Cancer"
"191.6","ICD9","Malignant neoplasm of cerebellum NOS",191.11,"Cancer"
"191.7","ICD9","Malignant neoplasm of brain stem",191.11,"Cancer"
"191.8","ICD9","Malignant neoplasm of other parts of brain",191.11,"Cancer"
"191.9","ICD9","Malignant neoplasm of brain, unspecified",191.11,"Cancer"
"192","ICD9","Malignant neoplasm of other and unspecified parts of nervous system",191.1,"Cancer"
"192","ICD9","Malignant neoplasm of cranial nerves",191.1,"Cancer"
"192.1","ICD9","Malignant neoplasm of cerebral meninges",191.1,"Cancer"
"192.2","ICD9","Malignant neoplasm of spinal cord",191.1,"Cancer"
"192.3","ICD9","Malignant neoplasm of spinal meninges",191.1,"Cancer"
"192.8","ICD9","Malignant neoplasm of other specified sites of nervous system",191.1,"Cancer"
"192.9","ICD9","Malignant neoplasm of nervous system, part unspecified",191.1,"Cancer"
"193","ICD9","Malignant neoplasm of thyroid gland",193,"Cancer"
"194","ICD9","Malignant neoplasm of other endocrine glands and related structures",194,"Cancer"
"194","ICD9","Malignant neoplasm of adrenal gland",194,"Cancer"
"194.1","ICD9","Malignant neoplasm of parathyroid gland",194,"Cancer"
"194.3","ICD9","Malignant neoplasm of pituitary gland and craniopharyngeal duct",194,"Cancer"
"194.4","ICD9","Malignant neoplasm of pineal gland",194,"Cancer"
"194.5","ICD9","Malignant neoplasm of carotid body",194,"Cancer"
"194.6","ICD9","Malignant neoplasm of aortic body and other paraganglia",194,"Cancer"
"194.8","ICD9","Malignant neoplasm of other endocrine glands and related structures",194,"Cancer"
"194.9","ICD9","Malignant neoplasm of endocrine gland, site unspecified",194,"Cancer"
"195.1","ICD9","Malignant neoplasm of thorax",164,"Cancer"
"202","ICD9","Other malignant neoplasms of lymphoid and histiocytic tissue",202,"Cancer"
"202.3","ICD9","Malignant histiocytosis",202,"Cancer"
"202.3","ICD9","Malignant histiocytosis, unspecified site, extranodal and solid organ sites",202,"Cancer"
"202.31","ICD9","Malignant histiocytosis involving lymph nodes of head, face, and neck",202,"Cancer"
"202.32","ICD9","Malignant histiocytosis involving intrathoracic lymph nodes",202,"Cancer"
"202.33","ICD9","Malignant histiocytosis involving intra-abdominal lymph nodes",202,"Cancer"
"202.34","ICD9","Malignant histiocytosis involving lymph nodes of axilla and upper limb",202,"Cancer"
"202.35","ICD9","Malignant histiocytosis involving lymph nodes of inguinal region and lower limb",202,"Cancer"
"202.36","ICD9","Malignant histiocytosis involving intrapelvic lymph nodes",202,"Cancer"
"202.37","ICD9","Malignant histiocytosis involving spleen",202,"Cancer"
"202.38","ICD9","Malignant histiocytosis involving lymph nodes of multiple sites",202,"Cancer"
"202.5","ICD9","Letterer-Siwe disease",202,"Cancer"
"202.5","ICD9","Letterer-Siwe disease, unspecified site, extranodal and solid organ sites",202,"Cancer"
"202.51","ICD9","Letterer-Siwe disease involving lymph nodes of head, face, and neck",202,"Cancer"
"202.52","ICD9","Letterer-Siwe disease involving intrathoracic lymph nodes",202,"Cancer"
"202.53","ICD9","Letterer-Siwe disease involving intra-abdominal lymph nodes",202,"Cancer"
"202.54","ICD9","Letterer-Siwe disease involving lymph nodes of axilla and upper limb",202,"Cancer"
"202.55","ICD9","Letterer-Siwe disease involving lymph nodes of inguinal region and lower limb",202,"Cancer"
"202.56","ICD9","Letterer-Siwe disease involving intrapelvic lymph nodes",202,"Cancer"
"202.57","ICD9","Letterer-Siwe disease involving spleen",202,"Cancer"
"202.58","ICD9","Letterer-Siwe disease involving lymph nodes of multiple sites",202,"Cancer"
"202.6","ICD9","Malignant mast cell tumors",202,"Cancer"
"202.6","ICD9","Malignant mast cell tumors, unspecified site, extranodal and solid organ sites",202,"Cancer"
"202.61","ICD9","Malignant mast cell tumors involving lymph nodes of head, face, and neck",202,"Cancer"
"202.62","ICD9","Malignant mast cell tumors involving intrathoracic lymph nodes",202,"Cancer"
"202.63","ICD9","Malignant mast cell tumors involving intra-abdominal lymph nodes",202,"Cancer"
"202.64","ICD9","Malignant mast cell tumors involving lymph nodes of axilla and upper limb",202,"Cancer"
"202.65","ICD9","Malignant mast cell tumors involving lymph nodes of inguinal region and lower limb",202,"Cancer"
"202.66","ICD9","Malignant mast cell tumors involving intrapelvic lymph nodes",202,"Cancer"
"202.67","ICD9","Malignant mast cell tumors involving spleen",202,"Cancer"
"202.68","ICD9","Malignant mast cell tumors involving lymph nodes of multiple sites",202,"Cancer"
"209.1","ICD9","Malignant carcinoid tumors of the appendix, large intestine, and rectum",153.2,"Cancer"
"209.1","ICD9","Malignant carcinoid tumor of the large intestine, unspecified portion",153.2,"Cancer"
"209.11","ICD9","Malignant carcinoid tumor of the appendix",153.2,"Cancer"
"209.12","ICD9","Malignant carcinoid tumor of the cecum",153.2,"Cancer"
"209.13","ICD9","Malignant carcinoid tumor of the ascending colon",153.2,"Cancer"
"209.14","ICD9","Malignant carcinoid tumor of the transverse colon",153.2,"Cancer"
"209.15","ICD9","Malignant carcinoid tumor of the descending colon",153.2,"Cancer"
"209.16","ICD9","Malignant carcinoid tumor of the sigmoid colon",153.2,"Cancer"
"209.2","ICD9","Malignant carcinoid tumors of other and unspecified sites",195,"Cancer"
"209.2","ICD9","Malignant carcinoid tumor of unknown primary site",195,"Cancer"
"209.21","ICD9","Malignant carcinoid tumor of the bronchus and lung",165.1,"Cancer"
"209.22","ICD9","Malignant carcinoid tumor of the thymus",202,"Cancer"
"209.23","ICD9","Malignant carcinoid tumor of the stomach",151,"Cancer"
"209.24","ICD9","Malignant carcinoid tumor of the kidney",189.1,"Cancer"
"209.29","ICD9","Malignant carcinoid tumors of other sites",195,"Cancer"
"209.3","ICD9","Malignant poorly differentiated neuroendocrine tumors",195,"Cancer"
"209.3","ICD9","Malignant poorly differentiated neuroendocrine carcinoma, any site",195,"Cancer"
"209.31","ICD9","Merkel cell carcinoma of the face (ADDED)",172.2,"Cancer"
"209.32","ICD9","Merkel cell carcinoma of the scalp & neck (ADDED)",172.2,"Cancer"
"209.33","ICD9","Merkel cell carcinoma of the upper limb (ADDED)",172.2,"Cancer"
"209.34","ICD9","Merkel cell carcinoma of the lower limb (ADDED)",172.2,"Cancer"
"209.35","ICD9","Merkel cell carcinoma of the trunk (ADDED)",172.2,"Cancer"
"209.36","ICD9","Merkel cell carcinoma of other sites (ADDED)",172.2,"Cancer"
"209.7","ICD9","Secondary neuroendocrine tumor, unspecified site (ADDED)",195,"Cancer"
"209.75","ICD9","Merkel cell carcinoma, unknown primary site (ADDED)",195,"Cancer"
